Changes_from_v4_x.x_Update_to_v4.0.0,New_Row_Number,File_Segment_Number,File_Segment_Name,System_Data_Element_Number,Data_Element_Number,Data_Element_Name_Computing,Pipe_Separated_Value_Segment_Data_Element_Order,Size,Fixed_Length_Field_Start_Position,Fixed_Length_Field_Stop_Position,Notes-Changesfromv4.x.xUpdatetov4.0.0,file_name
NONE,1647,MCR00002,MANAGED-CARE-MAIN,MCR.002.028,MCR028,PERCENT-BUSINESS,13,9(3),113,115,,MNGDCARE
NONE,1648,MCR00002,MANAGED-CARE-MAIN,MCR.002.029,MCR029,MANAGED-CARE-SERVICE-AREA,14,X(1),116,116,,MNGDCARE
NONE,1649,MCR00002,MANAGED-CARE-MAIN,MCR.002.030,MCR030,MANAGED-CARE-MAIN-REC-EFF-DATE,15,9(8),117,124,,MNGDCARE
NONE,1650,MCR00002,MANAGED-CARE-MAIN,MCR.002.031,MCR031,MANAGED-CARE-MAIN-REC-END-DATE,16,9(8),125,132,,MNGDCARE
NONE,1651,MCR00002,MANAGED-CARE-MAIN,MCR.002.032,MCR032,STATE-NOTATION,17,X(500),133,632,,MNGDCARE
NONE,1652,MCR00002,MANAGED-CARE-MAIN,MCR.002.033,MCR033,FILLER,18,X(368),633,1000,,MNGDCARE
NONE,1653,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.034,MCR034,RECORD-ID,1,X(8),1,8,,MNGDCARE
NONE,1654,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.035,MCR035,SUBMITTING-STATE,2,X(2),9,10,,MNGDCARE
NONE,1655,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.036,MCR036,RECORD-NUMBER,3,9(11),11,21,,MNGDCARE
NONE,1656,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.037,MCR037,STATE-PLAN-ID-NUM,4,X(12),22,33,,MNGDCARE
NONE,1657,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.038,MCR038,MANAGED-CARE-LOCATION-ID,5,X(15),34,48,,MNGDCARE
NONE,1658,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.039,MCR039,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-EFF-DATE,6,9(8),49,56,,MNGDCARE
NONE,1659,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.040,MCR040,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-END-DATE,7,9(8),57,64,,MNGDCARE
NONE,1660,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.041,MCR041,MANAGED-CARE-ADDR-TYPE,8,X(1),65,65,,MNGDCARE
NONE,1661,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.042,MCR042,MANAGED-CARE-ADDR-LN1,9,X(60),66,125,,MNGDCARE
NONE,1662,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.043,MCR043,MANAGED-CARE-ADDR-LN2,10,X(60),126,185,,MNGDCARE
NONE,1663,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.044,MCR044,MANAGED-CARE-ADDR-LN3,11,X(60),186,245,,MNGDCARE
NONE,1664,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.045,MCR045,MANAGED-CARE-CITY,12,X(28),246,273,,MNGDCARE
NONE,1665,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.046,MCR046,MANAGED-CARE-STATE,13,X(2),274,275,,MNGDCARE
NONE,1666,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.047,MCR047,MANAGED-CARE-ZIP-CODE,14,X(9),276,284,,MNGDCARE
NONE,1667,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.048,MCR048,MANAGED-CARE-COUNTY,15,X(3),285,287,,MNGDCARE
NONE,1668,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.049,MCR049,MANAGED-CARE-TELEPHONE,16,X(10),288,297,,MNGDCARE
NONE,1669,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.050,MCR050,MANAGED-CARE-EMAIL,17,X(60),298,357,,MNGDCARE
NONE,1670,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.051,MCR051,MANAGED-CARE-FAX-NUMBER,18,X(10),358,367,,MNGDCARE
NONE,1671,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.052,MCR052,STATE-NOTATION,19,X(500),368,867,,MNGDCARE
NONE,1672,MCR00003,MANAGED-CARE-LOCATION-AND-CONTACT-INFO,MCR.003.053,MCR053,FILLER,20,X(133),868,1000,,MNGDCARE
NONE,1673,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.054,MCR054,RECORD-ID,1,X(8),1,8,,MNGDCARE
NONE,1674,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.055,MCR055,SUBMITTING-STATE,2,X(2),9,10,,MNGDCARE
NONE,1675,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.056,MCR056,RECORD-NUMBER,3,9(11),11,21,,MNGDCARE
NONE,1676,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.057,MCR057,STATE-PLAN-ID-NUM,4,X(12),22,33,,MNGDCARE
NONE,1677,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.058,MCR058,MANAGED-CARE-SERVICE-AREA-NAME,5,X(30),34,63,,MNGDCARE
NONE,1678,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.059,MCR059,MANAGED-CARE-SERVICE-AREA-EFF-DATE,6,9(8),64,71,,MNGDCARE
NONE,1679,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.060,MCR060,MANAGED-CARE-SERVICE-AREA-END-DATE,7,9(8),72,79,,MNGDCARE
NONE,1680,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.061,MCR061,STATE-NOTATION,8,X(500),80,579,,MNGDCARE
NONE,1681,MCR00004,MANAGED-CARE-SERVICE-AREA,MCR.004.062,MCR062,FILLER,9,X(421),580,1000,,MNGDCARE
NONE,1682,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.063,MCR063,RECORD-ID,1,X(8),1,8,,MNGDCARE
NONE,1683,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.064,MCR064,SUBMITTING-STATE,2,X(2),9,10,,MNGDCARE
NONE,1684,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.065,MCR065,RECORD-NUMBER,3,9(11),11,21,,MNGDCARE
NONE,1685,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.066,MCR066,STATE-PLAN-ID-NUM,4,X(12),22,33,,MNGDCARE
NONE,1686,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.067,MCR067,OPERATING-AUTHORITY,5,X(2),34,35,,MNGDCARE
NONE,1687,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.068,MCR068,WAIVER-ID,6,X(20),36,55,,MNGDCARE
NONE,1688,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.069,MCR069,MANAGED-CARE-OP-AUTHORITY-EFF-DATE,7,9(8),56,63,,MNGDCARE
NONE,1689,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.070,MCR070,MANAGED-CARE-OP-AUTHORITY-END-DATE,8,9(8),64,71,,MNGDCARE
NONE,1690,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.071,MCR071,STATE-NOTATION,9,X(500),72,571,,MNGDCARE
NONE,1691,MCR00005,MANAGED-CARE-OPERATING-AUTHORITY,MCR.005.072,MCR072,FILLER,10,X(429),572,1000,,MNGDCARE
NONE,1692,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.073,MCR073,RECORD-ID,1,X(8),1,8,,MNGDCARE
NONE,1693,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.074,MCR074,SUBMITTING-STATE,2,X(2),9,10,,MNGDCARE
NONE,1694,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.075,MCR075,RECORD-NUMBER,3,9(11),11,21,,MNGDCARE
NONE,1695,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.076,MCR076,STATE-PLAN-ID-NUM,4,X(12),22,33,,MNGDCARE
NONE,1696,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.077,MCR077,MANAGED-CARE-PLAN-POP,5,9(2),34,35,,MNGDCARE
NONE,1697,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.078,MCR078,MANAGED-CARE-PLAN-POP-EFF-DATE,6,9(8),36,43,,MNGDCARE
NONE,1698,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.079,MCR079,MANAGED-CARE-PLAN-POP-END-DATE,7,9(8),44,51,,MNGDCARE
NONE,1699,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.080,MCR080,STATE-NOTATION,8,X(500),52,551,,MNGDCARE
NONE,1700,MCR00006,MANAGED-CARE-PLAN-POPULATION-ENROLLED,MCR.006.081,MCR081,FILLER,9,X(449),552,1000,,MNGDCARE
NONE,1701,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.082,MCR082,RECORD-ID,1,X(8),1,8,,MNGDCARE
NONE,1702,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.083,MCR083,SUBMITTING-STATE,2,X(2),9,10,,MNGDCARE
NONE,1703,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.084,MCR084,RECORD-NUMBER,3,9(11),11,21,,MNGDCARE
NONE,1704,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.085,MCR085,STATE-PLAN-ID-NUM,4,X(12),22,33,,MNGDCARE
NONE,1705,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.086,MCR086,ACCREDITATION-ORGANIZATION,5,X(2),34,35,,MNGDCARE
NONE,1706,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.087,MCR087,DATE-ACCREDITATION-ACHIEVED,6,9(8),36,43,,MNGDCARE
NONE,1707,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.088,MCR088,DATE-ACCREDITATION-END,7,9(8),44,51,,MNGDCARE
NONE,1708,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.089,MCR089,STATE-NOTATION,8,X(500),52,551,,MNGDCARE
NONE,1709,MCR00007,MANAGED-CARE-ACCREDITATION-ORGANIZATION,MCR.007.090,MCR090,FILLER,9,X(449),552,1000,,MNGDCARE
NONE,1710,MCR00010,MANAGED-CARE-ID,MCR.010.114,MCR114,RECORD-ID,1,X(8),1,8,,MNGDCARE
NONE,1711,MCR00010,MANAGED-CARE-ID,MCR.010.115,MCR115,SUBMITTING-STATE,2,X(2),9,10,,MNGDCARE
NONE,1712,MCR00010,MANAGED-CARE-ID,MCR.010.116,MCR116,RECORD-NUMBER,3,9(11),11,21,,MNGDCARE
NONE,1713,MCR00010,MANAGED-CARE-ID,MCR.010.117,MCR117,STATE-PLAN-ID-NUM,4,X(12),22,33,,MNGDCARE
UPDATE,1714,MCR00010,MANAGED-CARE-ID,MCR.010.118,MCR118,MANAGED-CARE-PLAN-OTHER-ID-TYPE,5,X(2),34,35,Renamed DE: MANAGED-CARE-PLAN-ID-TYPE to MANAGED-CARE-PLAN-OTHER-ID-TYPE,MNGDCARE
UPDATE,1715,MCR00010,MANAGED-CARE-ID,MCR.010.119,MCR119,MANAGED-CARE-PLAN-OTHER-ID,6,X(30),36,65,Renamed DE: MANAGED-CARE-PLAN-ID to MANAGED-CARE-PLAN-OTHER-ID,MNGDCARE
NONE,1716,MCR00010,MANAGED-CARE-ID,MCR.010.120,MCR120,MANAGED-CARE-ID-EFF-DATE,7,9(8),66,73,,MNGDCARE
NONE,1717,MCR00010,MANAGED-CARE-ID,MCR.010.121,MCR121,MANAGED-CARE-ID-END-DATE,8,9(8),74,81,,MNGDCARE
NONE,1718,MCR00010,MANAGED-CARE-ID,MCR.010.122,MCR122,STATE-NOTATION,9,X(500),82,581,,MNGDCARE
NONE,1719,MCR00010,MANAGED-CARE-ID,MCR.010.123,MCR123,FILLER,10,X(419),582,1000,,MNGDCARE
NONE,1720,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.001,PRV001,RECORD-ID,1,X(8),1,8,,PROVIDER
NONE,1721,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.002,PRV002,DATA-DICTIONARY-VERSION,2,X(10),9,18,,PROVIDER
NONE,1722,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.003,PRV003,SUBMISSION-TRANSACTION-TYPE,3,X(1),19,19,,PROVIDER
NONE,1723,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.004,PRV004,FILE-ENCODING-SPECIFICATION,4,X(3),20,22,,PROVIDER
NONE,1724,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.005,PRV005,DATA-MAPPING-DOCUMENT-VERSION,5,X(9),23,31,,PROVIDER
NONE,1725,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.006,PRV006,FILE-NAME,6,X(8),32,39,,PROVIDER
NONE,1726,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.007,PRV007,SUBMITTING-STATE,7,X(2),40,41,,PROVIDER
NONE,1727,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.008,PRV008,DATE-FILE-CREATED,8,9(8),42,49,,PROVIDER
NONE,1728,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.009,PRV009,START-OF-TIME-PERIOD,9,9(8),50,57,,PROVIDER
NONE,1729,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.010,PRV010,END-OF-TIME-PERIOD,10,9(8),58,65,,PROVIDER
NONE,1730,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.011,PRV011,FILE-STATUS-INDICATOR,11,X(1),66,66,,PROVIDER
NONE,1731,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.013,PRV013,TOT-REC-CNT,12,9(11),67,77,,PROVIDER
NONE,1732,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.139,PRV139,FILE-SUBMISSION-METHOD,13,X(2),78,79,,PROVIDER
NONE,1733,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.138,PRV138,SEQUENCE-NUMBER,14,X(4),80,83,,PROVIDER
NONE,1734,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.014,PRV014,STATE-NOTATION,15,X(500),84,583,,PROVIDER
NONE,1735,PRV00001,FILE-HEADER-RECORD-PROVIDER,PRV.001.012,PRV012,FILLER,16,X(517),584,1100,,PROVIDER
NONE,1736,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.016,PRV016,RECORD-ID,1,X(8),1,8,,PROVIDER
NONE,1737,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.017,PRV017,SUBMITTING-STATE,2,X(2),9,10,,PROVIDER
NONE,1738,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.018,PRV018,RECORD-NUMBER,3,9(11),11,21,,PROVIDER
NONE,1739,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.019,PRV019,SUBMITTING-STATE-PROV-ID,4,X(30),22,51,,PROVIDER
NONE,1740,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.020,PRV020,PROV-ATTRIBUTES-EFF-DATE,5,9(8),52,59,,PROVIDER
NONE,1741,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.021,PRV021,PROV-ATTRIBUTES-END-DATE,6,9(8),60,67,,PROVIDER
NONE,1742,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.022,PRV022,PROV-DOING-BUSINESS-AS-NAME,7,X(100),68,167,,PROVIDER
NONE,1743,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.023,PRV023,PROV-LEGAL-NAME,8,X(100),168,267,,PROVIDER
NONE,1744,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.024,PRV024,PROV-ORGANIZATION-NAME,9,X(60),268,327,,PROVIDER
NONE,1745,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.025,PRV025,PROV-TAX-NAME,10,X(100),328,427,,PROVIDER
NONE,1746,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.026,PRV026,FACILITY-GROUP-INDIVIDUAL-CODE,11,X(2),428,429,,PROVIDER
NONE,1747,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.027,PRV027,TEACHING-IND,12,X(1),430,430,,PROVIDER
NONE,1748,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.028,PRV028,PROV-FIRST-NAME,13,X(30),431,460,,PROVIDER
NONE,1749,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.029,PRV029,PROV-MIDDLE-INITIAL,14,X(1),461,461,,PROVIDER
NONE,1750,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.030,PRV030,PROV-LAST-NAME,15,X(30),462,491,,PROVIDER
NONE,1751,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.031,PRV031,SEX,16,X(1),492,492,,PROVIDER
NONE,1752,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.032,PRV032,OWNERSHIP-CODE,17,X(2),493,494,,PROVIDER
NONE,1753,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.033,PRV033,PROV-PROFIT-STATUS,18,X(2),495,496,,PROVIDER
NONE,1754,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.034,PRV034,DATE-OF-BIRTH,19,9(8),497,504,,PROVIDER
NONE,1755,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.035,PRV035,DATE-OF-DEATH,20,9(8),505,512,,PROVIDER
NONE,1756,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.036,PRV036,ACCEPTING-NEW-PATIENTS-IND,21,X(1),513,513,,PROVIDER
NONE,1757,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.140,PRV140,ATYPICAL-PROV-IND,22,X(1),514,514,,PROVIDER
NONE,1758,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.037,PRV037,STATE-NOTATION,23,X(500),515,1014,,PROVIDER
NONE,1759,PRV00002,PROV-ATTRIBUTES-MAIN,PRV.002.038,PRV038,FILLER,24,X(86),1015,1100,,PROVIDER
NONE,1760,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.039,PRV039,RECORD-ID,1,X(8),1,8,,PROVIDER
NONE,1761,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.040,PRV040,SUBMITTING-STATE,2,X(2),9,10,,PROVIDER
NONE,1762,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.041,PRV041,RECORD-NUMBER,3,9(11),11,21,,PROVIDER
NONE,1763,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.042,PRV042,SUBMITTING-STATE-PROV-ID,4,X(30),22,51,,PROVIDER
NONE,1764,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.043,PRV043,PROV-LOCATION-ID,5,X(5),52,56,,PROVIDER
NONE,1765,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.044,PRV044,PROV-LOCATION-AND-CONTACT-INFO-EFF-DATE,6,9(8),57,64,,PROVIDER
NONE,1766,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.045,PRV045,PROV-LOCATION-AND-CONTACT-INFO-END-DATE,7,9(8),65,72,,PROVIDER
NONE,1767,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.046,PRV046,PROV-ADDR-TYPE,8,X(1),73,73,,PROVIDER
NONE,1768,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.047,PRV047,ADDR-LN1,9,X(60),74,133,,PROVIDER
NONE,1769,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.048,PRV048,ADDR-LN2,10,X(60),134,193,,PROVIDER
NONE,1770,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.049,PRV049,ADDR-LN3,11,X(60),194,253,,PROVIDER
NONE,1771,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.050,PRV050,ADDR-CITY,12,X(28),254,281,,PROVIDER
NONE,1772,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.051,PRV051,ADDR-STATE,13,X(2),282,283,,PROVIDER
NONE,1773,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.052,PRV052,ADDR-ZIP-CODE,14,X(9),284,292,,PROVIDER
NONE,1774,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.053,PRV053,ADDR-TELEPHONE,15,X(10),293,302,,PROVIDER
NONE,1775,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.054,PRV054,ADDR-EMAIL,16,X(60),303,362,,PROVIDER
NONE,1776,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.055,PRV055,ADDR-FAX-NUM,17,X(10),363,372,,PROVIDER
NONE,1777,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.056,PRV056,ADDR-BORDER-STATE-IND,18,X(1),373,373,,PROVIDER
NONE,1778,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.057,PRV057,ADDR-COUNTY,19,X(3),374,376,,PROVIDER
NONE,1779,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.058,PRV058,STATE-NOTATION,20,X(500),377,876,,PROVIDER
NONE,1780,PRV00003,PROV-LOCATION-AND-CONTACT-INFO,PRV.003.059,PRV059,FILLER,21,X(224),877,1100,,PROVIDER
NONE,1781,PRV00004,PROV-LICENSING-INFO,PRV.004.060,PRV060,RECORD-ID,1,X(8),1,8,,PROVIDER
NONE,1782,PRV00004,PROV-LICENSING-INFO,PRV.004.061,PRV061,SUBMITTING-STATE,2,X(2),9,10,,PROVIDER
NONE,1783,PRV00004,PROV-LICENSING-INFO,PRV.004.062,PRV062,RECORD-NUMBER,3,9(11),11,21,,PROVIDER
NONE,1784,PRV00004,PROV-LICENSING-INFO,PRV.004.063,PRV063,SUBMITTING-STATE-PROV-ID,4,X(30),22,51,,PROVIDER
NONE,1785,PRV00004,PROV-LICENSING-INFO,PRV.004.064,PRV064,PROV-LOCATION-ID,5,X(5),52,56,,PROVIDER
NONE,1786,PRV00004,PROV-LICENSING-INFO,PRV.004.065,PRV065,PROV-LICENSE-EFF-DATE,6,9(8),57,64,,PROVIDER
NONE,1787,PRV00004,PROV-LICENSING-INFO,PRV.004.066,PRV066,PROV-LICENSE-END-DATE,7,9(8),65,72,,PROVIDER
NONE,1788,PRV00004,PROV-LICENSING-INFO,PRV.004.067,PRV067,LICENSE-TYPE,8,X(1),73,73,,PROVIDER
NONE,1789,PRV00004,PROV-LICENSING-INFO,PRV.004.068,PRV068,LICENSE-ISSUING-ENTITY-ID,9,X(60),74,133,,PROVIDER
NONE,1790,PRV00004,PROV-LICENSING-INFO,PRV.004.069,PRV069,LICENSE-OR-ACCREDITATION-NUMBER,10,X(20),134,153,,PROVIDER
NONE,1791,PRV00004,PROV-LICENSING-INFO,PRV.004.070,PRV070,STATE-NOTATION,11,X(500),154,653,,PROVIDER
NONE,1792,PRV00004,PROV-LICENSING-INFO,PRV.004.071,PRV071,FILLER,12,X(447),654,1100,,PROVIDER
NONE,1793,PRV00005,PROV-IDENTIFIERS,PRV.005.072,PRV072,RECORD-ID,1,X(8),1,8,,PROVIDER
NONE,1794,PRV00005,PROV-IDENTIFIERS,PRV.005.073,PRV073,SUBMITTING-STATE,2,X(2),9,10,,PROVIDER
NONE,1795,PRV00005,PROV-IDENTIFIERS,PRV.005.074,PRV074,RECORD-NUMBER,3,9(11),11,21,,PROVIDER
NONE,1796,PRV00005,PROV-IDENTIFIERS,PRV.005.075,PRV075,SUBMITTING-STATE-PROV-ID,4,X(30),22,51,,PROVIDER
NONE,1797,PRV00005,PROV-IDENTIFIERS,PRV.005.076,PRV076,PROV-LOCATION-ID,5,X(5),52,56,,PROVIDER
NONE,1798,PRV00005,PROV-IDENTIFIERS,PRV.005.077,PRV077,PROV-IDENTIFIER-TYPE,6,X(1),57,57,,PROVIDER
NONE,1799,PRV00005,PROV-IDENTIFIERS,PRV.005.078,PRV078,PROV-IDENTIFIER-ISSUING-ENTITY-ID,7,X(18),58,75,,PROVIDER
NONE,1800,PRV00005,PROV-IDENTIFIERS,PRV.005.079,PRV079,PROV-IDENTIFIER-EFF-DATE,8,9(8),76,83,,PROVIDER
NONE,1801,PRV00005,PROV-IDENTIFIERS,PRV.005.080,PRV080,PROV-IDENTIFIER-END-DATE,9,9(8),84,91,,PROVIDER
NONE,1802,PRV00005,PROV-IDENTIFIERS,PRV.005.081,PRV081,PROV-IDENTIFIER,10,X(30),92,121,,PROVIDER
NONE,1803,PRV00005,PROV-IDENTIFIERS,PRV.005.082,PRV082,STATE-NOTATION,11,X(500),122,621,,PROVIDER
NONE,1804,PRV00005,PROV-IDENTIFIERS,PRV.005.083,PRV083,FILLER,12,X(479),622,1100,,PROVIDER
NONE,1805,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.084,PRV084,RECORD-ID,1,X(8),1,8,,PROVIDER
NONE,1806,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.085,PRV085,SUBMITTING-STATE,2,X(2),9,10,,PROVIDER
NONE,1807,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.086,PRV086,RECORD-NUMBER,3,9(11),11,21,,PROVIDER
NONE,1808,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.087,PRV087,SUBMITTING-STATE-PROV-ID,4,X(30),22,51,,PROVIDER
NONE,1809,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.088,PRV088,PROV-CLASSIFICATION-TYPE,5,X(1),52,52,,PROVIDER
NONE,1810,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.089,PRV089,PROV-CLASSIFICATION-CODE,6,X(20),53,72,,PROVIDER
NONE,1811,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.090,PRV090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,7,9(8),73,80,,PROVIDER
NONE,1812,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.091,PRV091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,8,9(8),81,88,,PROVIDER
NONE,1813,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.092,PRV092,STATE-NOTATION,9,X(500),89,588,,PROVIDER
NONE,1814,PRV00006,PROV-TAXONOMY-CLASSIFICATION,PRV.006.093,PRV093,FILLER,10,X(512),589,1100,,PROVIDER
NONE,1815,PRV00007,PROV-MEDICAID-ENROLLMENT,PRV.007.094,PRV094,RECORD-ID,1,X(8),1,8,,PROVIDER
NONE,1816,PRV00007,PROV-MEDICAID-ENROLLMENT,PRV.007.095,PRV095,SUBMITTING-STATE,2,X(2),9,10,,PROVIDER
